2018-10-31 01:18:49	heart_meign	賢い  他人 失敗 学ぶ 愚か  自分 失敗 学ぶ する - by ベンジャミン・フランクリン -
2018-10-30 23:18:50	heart_meign	最高 パフォーマンス 披露 する 選手 たち インタビュー する わかる  みんな 練習  実際 実際 競技  形 精神 的 リハーサル 行う いる  - by  ガーフィールド -
2018-10-30 13:18:49	heart_meign	絶望 確信 ともに 恐怖 追い払う - by    -
2018-10-30 11:18:50	heart_meign	もし 清掃 作業 員 良い アイデア 持つ いる 私 彼 アイデア 採用 する 私 権威 ひけらかす する 普通 人 たち 意見 大切 する - by ウォルト・ディズニー -
2018-10-30 09:18:49	heart_meign	真 余暇 我々 好き  する 自由 何 する  - by バーナード・ショー -
2018-10-30 07:18:50	heart_meign	あなた ごく 近く 愛情 優しい さ 飢える いる 人々 きっと いる どうぞ 人 たち 見捨てる くださる 彼ら 人間 尊厳 認める あなた 大切 人 たち  真心 込める 認める あげる くださる - by マザー・テレサ -
2018-10-30 05:18:50	heart_meign	乗りかける 船 ためらう 乗る しまう - by ツルゲーネフ -
2018-10-30 03:18:50	heart_meign	苦難  動揺 する  これ 真に 賞賛 する 卓越 する 人物 証拠 - by  -
2018-10-30 01:18:49	heart_meign	諦める  失敗 - by 宇都宮 恒久 -
2018-10-29 23:18:52	heart_meign	人間 不安 する  物事 そのもの 物事 見解 人間 不安 する せる - by エピクテトス -
2018-10-29 13:18:50	heart_meign	挑戦 する 成功 ある 失敗 ある 挑戦 する する 成功 ある 何 度 言う 挑戦 する  始まる  - by   ( MLB )-
2018-10-29 11:18:50	heart_meign	最初 我 我 欲 する 悟り 開く 男 いる 私 若くして  言う 行動 する 若者 不信 感 覚える なぜ 己 体 知る 前  思い込む  。- by   -
2018-10-29 09:18:49	heart_meign	知る いる 思い込む いる 人 利口  自分 知る  自覚 する 人 賢い  - by マティアス・クラウディウス -
2018-10-29 07:18:49	heart_meign	他人  見る だす 欠点 あなた 自身  ある  反映 - by エドガー・ケイシー -
2018-10-29 05:18:51	heart_meign	憧れる 人間 幸せ なれる 。- by アイスキュロス -
2018-10-29 03:18:51	heart_meign	愛す れる  愛する  理解 する れる  理解 する  大切 する なさる - by マザー・テレサ -
2018-10-29 01:18:49	heart_meign	生きる 真剣 放浪 する 探す 見つける  ほかなる 社会 なれ合い なる  これ 青春 貴い さ それ 決して 年齢 問題 悟り 老人  放浪 青年  - by 深い  -
2018-10-28 23:18:53	heart_meign	あなた やれる 最善 尽くす 心配 する 事態 良い なる 私 いろいろ  心配 する ダム あふれる 水 心配 する - by ウォルト・ディズニー -
2018-10-28 13:18:49	heart_meign	変化 苦痛 伴う それ 常に 必要  - by  カーライル -
2018-10-28 11:18:50	heart_meign	失敗 キミ 勉強 代 - by   -
2018-10-28 09:18:50	heart_meign	人生 マラソン  100 メートル 一等 もらう しょうが - by   -
2018-10-28 07:18:49	heart_meign	人 それぞれ 平和 自ら 内面 見出す なる 真 平和  周囲 状況 左右 する れる  なる - by  -
2018-10-28 05:18:50	heart_meign	僕 よく 愚痴 こぼす くよくよ 後悔 する 言う いる 一 時間 空費 体 弱る それ 周囲 暗い する これ 馬鹿  ない 思う いる - by   -
2018-10-28 03:18:50	heart_meign	幸運 偉大 教師 不運 それ  偉大 教師 - by  ハズ  -
2018-10-28 01:18:49	heart_meign	あなた 危機 訪れる  あなた 見捨てる 友人 信頼 する いける - by イソップ アイソーポス -
2018-10-27 23:18:51	heart_meign	人生 代行 ある する 生きる  一 人  ない 誰 君 代われる 君 誰  代われる  ない  - by   -
2018-10-27 13:18:50	heart_meign	お前 一番 ひどい 不幸 それ 自身 不幸 お前 自分 自分 生涯  不幸 ある 思う いる - by ミハイル・アルツィバーシェフ -
